,uid,artist,title,artist_uri,album_uri,item_uri,tags
0,153506,Jerusalem In My Heart,Bein Ithnein,spotify:artist:3mjy0fneW0GyVeueXLXSuS,spotify:album:3ucZEyLjgBJRAqihlbC9oz,spotify:track:3dabdx9u8inGgZ1RINg4Kq,"['arab experimental', 'arab groove', 'lebanese indie']"
1,129324,Valgeir Sigurđsson,Draumaland,spotify:artist:5AVGx9Dhw7OLeJ5at3Y19f,spotify:album:6b3c9R9fLzeNmr3Mq588qm,spotify:track:1nt74pAE6jGBnSQMUExfeN,"['compositional ambient', 'icelandic classical', 'icelandic experimental']"
2,152119,Laura Cannell,A New Theory of Eclipse,spotify:artist:6vu845nbe3HOXDNYhMmZSq,spotify:album:5mcyW7AGnrEalBrBrmatvV,spotify:track:0IRlFT1LXyBUFwVibuzqcV,['experimental folk']
3,158697,Gwenifer Raymond,Strange Lights Over Garth Mountain,spotify:artist:2scavaz2jGMWRFULHoe5je,spotify:album:5KyXUkcCGN6Gb9sVKXyQ3N,spotify:track:7tMZIgEOJtQj0used3j7jY,"['american primitive', 'uk americana']"
4,154597,Anna Webber,Array,spotify:artist:5t4GxKBhHu9kFsRzHTEMfn,,,[]
5,127854,Ben Neill,Posthorn,spotify:artist:2nmJMMb4OCayxFbtM2yYxe,spotify:album:4EY23uMraQ4iMTNBHfbBdp,spotify:track:52ZWXNjeTFO6pQ7zFhDQYb,['ambient fusion']
6,148613,Ólafur Arnalds,Doria,spotify:artist:7E3BRXV9ZbCt5lQTCXMTia,spotify:album:1LvZUmULkYj2c3oxIZhbkX,spotify:track:0NVsz5lExNqzVDznhdPlU8,"['bow pop', 'compositional ambient', 'icelandic classical', 'neo-classical', 'neoclassical darkwave']"
7,151128,Bobby Previte,When I Land,spotify:artist:2c2LlwkBwuEPvSTBDrZeZ4,spotify:album:3Xhjv2EN5iIrFquRAdu9t4,spotify:track:0rfxI1JJ33lo7kOJMBiDx4,['tzadik']
8,153511,Zeena Parkins and The Adorables,Invented,,,,[]
9,129602,Philip Glass,Akhnaten: Funeral,spotify:artist:69lxxQvsfAIoQbB20bEPFC,spotify:album:5xE7mkPZfZa8eu5A1DxzhG,spotify:track:2Rf7ytF4DAzVP3fBwyQHfR,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']"
10,144467,Brian Eno,"Discreet Music, part I",spotify:artist:7MSUfLeTdDEoZiJPDSBXgi,spotify:album:0lRuX0j9Y9qH0ELpgt24GC,spotify:track:39j4ywJZEWkgftQwLZcTBC,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism']"
11,107810,David Lang,Lost Objects: I Lost a Sock,spotify:artist:7rdRfDNLKnGbxnnanaggQ2,spotify:album:2HJfkPrZRTdC2DBzGav78O,spotify:track:7N0QOHp3x6EJqOFfY5TedI,"['21st century classical', 'american 21st century classical', 'post-minimalism']"
12,148443,Agnes Obel,Chord Left,spotify:artist:1rKrEdI6GKirxWHxIUPYms,spotify:album:011ifQyKbsMAWCUFDZiMaa,spotify:track:3H8tLzrJPjfGEiAf7E3sab,['chamber pop']
13,151789,Angel Deradoorian,Return-Transcend,spotify:artist:7a9GnOsFaJizxiUVLpcwcC,,,[]
14,149318,David West,Polar Light,spotify:artist:3kTQiUxeIBkaXlOug0xXXX,spotify:album:0jKHMxCcMBVTg7rVkzQzoH,spotify:track:5WrEKQ24ErKCUmr85a1t9f,['uplifting trance']
15,148617,Max Richter,Black Mirror: The Consolations of Philosophy,spotify:artist:2VZNmg4vCnew4Pavo8zDdW,,,"['compositional ambient', 'post-minimalism']"
16,154596,Eli Keszler,Enter the Bristle Strum,spotify:artist:2YfqCdQFDp4c0s8F5Lkk4z,spotify:album:3xCWhKifoOHkPX0H9VpXxj,spotify:track:7x0wF2vvbibdTZWYNwz29u,"['ambient', 'art pop', 'deconstructed club', 'drone', 'fourth world', 'free improvisation', 'mandible', 'microhouse', 'outsider house', 'sound art']"
17,148787,Penguin Cafe,Aurora,spotify:artist:6rAZ6OYwAXqykSlPxqGy8E,,,"['art rock', 'bow pop', 'compositional ambient']"
18,120080,Jónsi & Alex,Atlas Song,spotify:artist:2jabDfWozfWUm6qTlar7c2,,,"['drone', 'icelandic pop']"
19,154321,Lubomyr Melnyk,Fallen Trees - Part V: Not Forgotten,spotify:artist:0G9qoAVEY16XVywzpxP4wP,,,"['minimalism', 'post-minimalism']"
20,130628,Ryuichi Sakamoto,20 msec.,spotify:artist:1tcgfoMTT1szjUeaikxRjA,spotify:album:3leB8CzZK93wqD2CcmKVFQ,spotify:track:3FKlxsmejDx1D4qE5N06FQ,"['anime score', 'compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']"
21,154038,G Y D A,Í Annarri Vídd,spotify:artist:2gLxI7MomgJVmIADX9RZUp,,,"['nueva musica mexicana', 'tierra caliente']"
22,104741,Sufjan Stevens,The BQE: Part 3,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,,,"['baroque pop', 'chamber pop', 'indie folk', 'singer-songwriter']"
23,153746,Philippe Petit,Lenox Avenue Tintinnabulum,spotify:artist:7ucYbJUAXsdSWOUPqyxVjs,,,['nu age']
24,152537,Meredith Monk,Facing North: Hocket,spotify:artist:1WN9bXZmI41JB1tCmrSC3M,spotify:album:3qHY854nKKOu9HohDPA70U,spotify:track:1rVEGCtS0EmzMwx3lIA20s,"['american contemporary classical', 'avant-garde', 'compositional ambient', 'contemporary classical', 'experimental', 'experimental vocal', 'minimalism']"
25,120574,Keith Jarrett,Ritual Prayer,spotify:artist:0F3Aew9DSd6fb6192K1K0Y,spotify:album:3b9KnFMdh5P7QBhTd9PdH2,spotify:track:5MmEI2byGbIAc5RO49Y93W,"['contemporary jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']"
26,130289,Marcelo Zarvos,Nepomuk's Dances: Arrival,spotify:artist:0qDZ7wym9Vg843lDKkzmoR,spotify:album:0pWArbEGj7NRwy5iQizMmu,spotify:track:3hX6ZD5ANBiAFSLuDvUXss,"['deep soundtrack', 'latin soundtrack', 'soundtrack']"
27,154613,Caleb Burhans,Once In A Blue Moon,spotify:artist:3962g9Dfd93mJSVy1D37LF,spotify:album:61HDgtBl2VX3NO7pWlZLIN,spotify:track:0KUN84SbW3iRC6iiw2hXTl,"['21st century classical', 'american 21st century classical']"
28,159013,Mica Levi,Lipstick to Void,spotify:artist:29LOCR81IrdEJjCAeCEOU3,spotify:album:0MJwS1KqklO8tr95IJAcQA,spotify:track:3iJP1AzZzlbUqJNJUvfJo3,"['british soundtrack', 'soundtrack']"
29,105335,Steve Reich,"Variations for Vibes, Piano and Strings: 2. Slow",spotify:artist:1aVONoJ0EM97BB26etc1vo,,,"['ambient', 'american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'drone', 'minimalism']"
30,152130,UMFANG,Path,spotify:artist:1Tf0PpDLg4A8m7aidHGRG3,spotify:album:29MU5A39NfSLiCN6pjtGcn,spotify:track:7KJeyZv0JBqzPNt9NkrPET,['electra']
31,153405,Helado Negro,Transmission Listen,spotify:artist:69qhRLDvsWJOhWGXXQ0lQQ,spotify:album:0ihnWrSHrNgerq3pzJTyDs,spotify:track:7pjkLQE7whSfLkzEcxaCvb,"['art pop', 'deep latin alternative', 'indie folk', 'indie soul']"
32,151593,Paola Prestini,Sympathique,spotify:artist:30cxN7AJCm3dR0yQ5Dl1S3,spotify:album:3JXKZrZrKfx27RA7WlqzR6,spotify:track:7ML8t3DQbiVkZizOxDEVcz,"['21st century classical', 'american 21st century classical', 'tzadik']"
33,151121,Visible Cloaks,Valve,spotify:artist:2gqmFO0Wo92qaqwwgL6fZG,spotify:album:5YMsM8N0PVicGhnDiFO3NK,spotify:track:5fkcStZXAKDbJRqZLbJhXJ,"['ambient', 'art pop', 'fourth world']"
34,133613,Missy Mazzoli,Tooth and Nail,spotify:artist:61O7PTMoyars8V5kcaYov4,spotify:album:3GLUltc6jKzHxMHemXnYRw,spotify:track:6y0jcPkpTe7ALa8lwXuOwG,"['21st century classical', 'american 21st century classical']"
35,152810,Kaitlyn Aurelia Smith,Yugoslavia,spotify:artist:6P86FLVAK4sxu8OhyQJBvH,spotify:album:7lVzJ0OlPBcJrd8IcHywmk,spotify:track:2Coi9YD9jIlWqJtlY9uIl1,"['ambient', 'art pop', 'chamber psych', 'compositional ambient', 'drone', 'electra', 'electronica', 'experimental ambient', 'fluxwork', 'fourth world', 'microhouse', 'modular synth']"
36,127443,Brian Eno,An Ending (Ascent),spotify:artist:7MSUfLeTdDEoZiJPDSBXgi,spotify:album:1Z2jkEtW5Sc9wWVxUgyG0E,spotify:track:1vgSaC0BPlL6LEm4Xsx59J,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism']"
37,148817,Yann Tiersen,Pern,spotify:artist:00sazWvoTLOqg5MFwC68Um,spotify:album:5PltkUc68UtX8ZOWRQV8Qw,spotify:track:0m9nXEua3q3WPh8fQ1GzaW,"['bow pop', 'compositional ambient', 'french soundtrack']"
38,152000,The Hands Free,It's She,,,,[]
39,154452,Ava Luna,Centerline,spotify:artist:7xkkeemZnfafRwrWEtlyaN,spotify:album:4TdmGxythuJdPy84YuLrrl,spotify:track:7ExOKbvkWzaQEgKe3iiOgP,['brooklyn indie']
40,150934,Tyshawn Sorey,Cascade in Slow Motion,spotify:artist:0j2falzYTCLSgKpGKQipQu,,,['african-american classical']
41,148049,Johann Johannsson,The Theory of Everything: Forces of Attraction,spotify:artist:3IpQziA6YwD53PQ5xbwgLF,,,"['compositional ambient', 'experimental classical', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']"
42,148835,Julianna Barwick,Someway,spotify:artist:0HWfFWL4vVrbaBQqxVCwCi,spotify:album:4KwHbfz70XklNDO1ZNC8EE,spotify:track:4eWzve6h9OQGH34WYyeZ2D,"['ambient', 'ambient pop', 'art pop', 'chamber psych', 'compositional ambient', 'dream pop', 'drone', 'electra', 'experimental pop', 'fourth world', 'melancholia', 'post-rock']"
43,149004,Rachel Grimes,In the Vapor with the Air Underneath,spotify:artist:3NkEUEwXXgy5IQixHpsHQ9,spotify:album:6QhOpIDdfALawjFvshsrQl,spotify:track:4ZzrHamMb6zr0X67doBBg0,"['compositional ambient', 'neo-classical']"
44,159027,Arooj Aftab,Mohabbat,spotify:artist:00JAfwtx5gNiiqyor88Dr5,spotify:album:6HrBTi1F76h7mJuQDHEijH,spotify:track:4lcQHckNMeUkM8jx67j28G,['pakistani indie']
45,152177,Cate Le Bon,Wonderful,spotify:artist:0LZac5VicY19QLaIUvIB0G,spotify:album:6nnGlhallPH0V2bbfrhUPY,spotify:track:1WCS5zcltFhgCyk9KK3Kia,"['art pop', 'art rock', 'chamber pop', 'chamber psych', 'dream pop', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'welsh indie']"
46,153860,Jherek Bischoff,Celebration (Featuring The Celebration Choir),spotify:artist:5zpiyNX3wozQrDnNz49rsR,,,['post-minimalism']
47,146962,Christopher Cerrone,Hoyt-Schermerhorn,spotify:artist:65KzV13nlyMF2b288BK5qp,spotify:album:35iC2ZnIzR2vELxOtTF3Nd,spotify:track:6fgeoYqjiey9O2LdtmOXcZ,['american 21st century classical']
48,118622,John Luther Adams,Dream in White on White,spotify:artist:2Aoyn1J7INkcUzoWzyP8yB,spotify:album:2KY175dPhZRZNctFnAaFID,spotify:track:1TF0NHeMa8LIzX2xu0f7zy,"['american 21st century classical', 'avant-garde', 'contemporary classical', 'experimental classical']"
49,151786,ADR,Open Invitation,spotify:artist:2CEYLytLZHVxSUy0gLhVn0,spotify:album:1YbSlMGiAAaTfR9Kk9HNxk,spotify:track:4FwSvwgjOHBZ77MaULqI5H,[]
50,159025,Vijay Iyer,Augury,spotify:artist:27DeRe5LjIt9ZPXUjF90h6,spotify:album:1MasELWlBKjqok0ysgHduk,spotify:track:2P7tqx1Lp2QbGAuc4dYPpz,"['contemporary jazz', 'ecm-style jazz', 'free jazz', 'indian jazz', 'jazz', 'jazz piano', 'modern jazz piano']"
51,147778,Amiina,Perth,spotify:artist:79MO0KcrOdScKyzuDTtI3k,spotify:album:6ZnyPdZT3mDvWDPWMgcnN1,spotify:track:2PHZPYwfvkEDmyhIez05fq,"['bow pop', 'compositional ambient', 'icelandic indie', 'post-rock']"
52,159002,Osvaldo Golijov,Wa Habibi,spotify:artist:4MFSQmb7Y47xW7JJmJboCv,spotify:album:3ZB1Bc5CG39JwEtFmcVTFS,spotify:track:7fljGn2X3qgEj2NfnyafVB,"['21st century classical', 'avant-garde', 'classical', 'contemporary classical', 'latin classical']"
53,153359,Dan Deacon,Rat Film: Calhoun,spotify:artist:5Z3IWpvwOvoaWodujHw7xh,,,"['art pop', 'baltimore indie', 'indie rock', 'indietronica']"
54,159004,Julia Wolfe,Protest,spotify:artist:5uEap55hXon4eBDyIlYtQg,spotify:album:6ko1tkGEWoWUx6xt3u9g9D,spotify:track:4aFRtK4D80tBWdWa3yCk0o,"['21st century classical', 'american 21st century classical', 'avant-garde', 'contemporary classical', 'post-minimalism']"
55,102115,Moondog (Louis Hardin),Witch of Endor,spotify:artist:6ceYZIlfn9sHqK5qkg0vkd,,,[]
56,153719,Makaya McCraven,Atlantic Black,spotify:artist:5FnpXrrMdJVZCK54oHWqUa,spotify:album:07t71VgFZkSmrSYdUKmuHI,spotify:track:4RoYgBDoGZJDZkrqk6jnq2,"['experimental jazz', 'indie jazz', 'indie soul']"
57,153824,Roger Waters,Wait For Her,spotify:artist:40DqL6Tv84cKT2pH2NMs9r,spotify:album:2XhQwji1ixgjca0XzkiTek,spotify:track:7hdmHCriN4sKW87PqX1j7E,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'symphonic rock']"
58,144258,John Adams,China Gates,spotify:artist:35OhI7DSls022v9Bz9r0VZ,spotify:album:2JMNQF77DX8E8B3RLVBNOa,spotify:track:2dseje1Q4bpf7dfQsSv1c0,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism', 'post-minimalism']"
59,152662,Nik Bartsch's Ronin,Modul 34,spotify:artist:2tVApsyMhUNv0jc7r18YUd,spotify:album:3qxMkn8mxeVai2ThaI4Uvg,spotify:track:0sQ2OG9wlEz2deROnTsPv1,"['contemporary jazz', 'dark jazz', 'ecm-style jazz', 'german jazz', 'modern jazz piano', 'norwegian contemporary jazz', 'norwegian jazz', 'swedish jazz', 'swiss jazz']"
60,154713,Tamayugé,Jyu Hantai,spotify:artist:59sG0zUJZePnnygyKThHri,spotify:album:6wkiMTgmwPASfLDephkGv9,spotify:track:4KxoRl6m2RYQennv6NvP9z,[]
61,158432,Quest Ensemble,Pizz Trance,spotify:artist:6RR7quomDdPK4ZWn73r5S0,spotify:album:1MLrIkT85NgGMN5DB0wAni,spotify:track:0UzpZp58Wzw7PRopzAe0sr,[]
62,148795,Devonte Hynes (Blood Orange),Palo Alto: Fred Drives,,,,[]
63,107782,Philip Glass,Dance II,spotify:artist:69lxxQvsfAIoQbB20bEPFC,spotify:album:5xE7mkPZfZa8eu5A1DxzhG,spotify:track:3FlJC8dYQIEeDYwLiIhqoR,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']"
64,153358,Dan Deacon,Rat Film: Seagull,spotify:artist:5Z3IWpvwOvoaWodujHw7xh,,,"['art pop', 'baltimore indie', 'indie rock', 'indietronica']"
65,150042,Ryuichi Sakamoto,Solari,spotify:artist:1tcgfoMTT1szjUeaikxRjA,spotify:album:2OKN3NwlITzfVpDJecA4Z3,spotify:track:2ZYyuqKe7T64UqWVuW7CkS,"['anime score', 'compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']"
66,125898,Nils Frahm,Old Thought,spotify:artist:5gqhueRUZEa7VDnQt4HODp,spotify:album:3AioJfZ8LfEzPaFPQHoe3e,spotify:track:1MHhv9IEQGO6G5vRUxOSlZ,"['compositional ambient', 'electronica', 'neo-classical', 'neoclassical darkwave']"
67,133130,Shara Nova,From the Invisible to the Visible,spotify:artist:48scskxHFIigHFEvAiNVb1,spotify:album:3GLUltc6jKzHxMHemXnYRw,spotify:track:5pKpZnz3fjnyTVwLww68XH,[]
68,137649,Glenn Kotche,The Haunted mvt. 5 - Dance,spotify:artist:6upBn4tokWBDF9diqbYJZs,,,"['21st century classical', 'american 21st century classical', 'classical percussion', 'experimental percussion']"
69,152972,Pariah,Linnaea,spotify:artist:0ZCB95QaI7Tgdnb2yU2iNg,spotify:album:50IZgSpQj0EdymfT9yhuH3,spotify:track:6Idcn8HUYlHwSdZDe02KYV,['uk bass']
70,148863,Steve Reich,Music for 18 Musicians: Section IX,spotify:artist:1aVONoJ0EM97BB26etc1vo,spotify:album:1w9O7mS9WEp5xlZUpYbDt9,spotify:track:6A3yYfutj3xRU1bRVvHcPu,"['ambient', 'american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'drone', 'minimalism']"
71,151688,Noveller,Deep Shelter,spotify:artist:3MqYHtX48uiYNf0gPaNBW2,spotify:album:563WP5Zy9PYR98HiK1v8v1,spotify:track:5cNrYz9tUVXXXaQ9IMPClB,"['abstractro', 'electra', 'experimental guitar']"
72,154615,Daniel Thorne,From the Other Side Of The World,spotify:artist:09FKyu3X3nWAQDfidfHPyu,spotify:album:7rEd0GMzKa0P1Qqju9Emk9,spotify:track:1QnwgXeRbfsP9nXHWCc93J,['post-minimalism']
73,121585,Patrick Burke,Awake,spotify:artist:413GW6en6BFMbjjGT9Ha3o,spotify:album:2wS4dqgfuG7xUYcSGFLUDh,spotify:track:2kqtr7CuihmzE6Xgkb3t69,[]
74,159046,Hania Rani,Dunkel,spotify:artist:14YzutUdMwS9yTnI0IFBaD,spotify:album:0IjrMSrFqbw5VSYsYFh415,spotify:track:6tJAzmF4RtGKrnDmfsth1J,"['compositional ambient', 'neo-classical']"
75,119231,Nicole Lizee,"Girl, You're Living a Life of Crime",spotify:artist:1MptjdsblnMOvCPOEQk3EQ,spotify:album:5iSgJzJHgo0pB0aADNNhSK,spotify:track:09HPtou007AlLNuy4Qjw1y,['canadian classical']
76,118469,Angelica Negron,Aventuras en el Agua,spotify:artist:0z4hzKxAywZeshbUc1C8fY,,,"['21st century classical', 'american 21st century classical']"
77,159036,big dog little dog,Cipher,spotify:artist:2YYYsLqjQZIgDBUpcYe3wh,spotify:album:6OVRPVW4WCqebx8P2lsYCG,spotify:track:5fPxj0ns3PjliREwI6qr0V,['modern chamber music']
78,134478,Daniel Wohl,Corpus,spotify:artist:2Rzi5GaKkOxSJsLd9R0HPG,spotify:album:6XiQhbqLM3hKSURegEMZN6,spotify:track:0Ba0Vuev7RIiic9ZRlbIeK,"['21st century classical', 'american 21st century classical']"
79,159024,Einojuhani Rautavaara,"Cantus Arcticus, Op. 61: I. The Bog",spotify:artist:3MXhtYDNuzQQmLfOKFgPiI,spotify:album:5PbGqhxgudGf1R6lPQloqx,spotify:track:5XrnggHPiU3Zg0RtJEDX21,"['avant-garde', 'classical', 'contemporary classical', 'finnish classical', 'finnish contemporary classical', 'nordic contemporary classical']"
80,151015,Third Coast Percussion,Paddle to the Sea: Thaw,spotify:artist:7aQZO27ByZmD9uWUgA1lJA,,,"['classical percussion', 'modern performance']"
81,158734,Maya Youssef,Silver Lining,spotify:artist:22gopXlmzkLT1dG7kUbIhX,,,['qanun']
82,153878,Brian Eno,1/2 (arr. David Lang),spotify:artist:7MSUfLeTdDEoZiJPDSBXgi,,,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism']"
83,153613,Christina Vantzou,Remote Polyphony,spotify:artist:4CMC2nnStv4EENjKBSDpKR,spotify:album:34zrvcPKCD23KFMo8v0FEe,spotify:track:6lypDVMsRr7SCqt16HrXnZ,"['ambient', 'compositional ambient', 'drift', 'drone', 'electra', 'experimental ambient', 'fourth world', 'nu age']"
84,153089,Gossamer,III. Encounter,spotify:artist:3I4fQAQ8MgiQgm8CYLgsLK,spotify:album:6CjWLDrCXuOY5FA8iRUF3S,spotify:track:2jHFK6tWUyD3WBrCs9k83d,['corrosion']
85,154045,Glenn Kotche,Wild Sound Part 4,spotify:artist:6upBn4tokWBDF9diqbYJZs,spotify:album:065DMHHjqGuhvAfqiSq63s,spotify:track:5DCE1bfX33xiO1lgtcQbGg,"['21st century classical', 'american 21st century classical', 'classical percussion', 'experimental percussion']"
86,153546,Mary Lattimore,Hello From the Edge of the Earth,spotify:artist:38MKhZmMRHAZRz8LqtKIBw,spotify:album:3htG3vw3Y9SZuoKFEvQ9FI,spotify:track:0NxlgdHCjvD0FeTzRP9HQd,"['ambient', 'art pop', 'compositional ambient', 'drone', 'electra', 'experimental ambient', 'fourth world', 'indie folk', 'jazz harp', 'pastoral']"
87,151966,Terry Riley,Across the Lake of the Ancient Word,spotify:artist:7DnLQaXsqcYkgm0nyDrB3r,,,"['american contemporary classical', 'avant-garde', 'compositional ambient', 'contemporary classical', 'drone', 'experimental', 'fourth world', 'free jazz', 'minimalism', 'tzadik']"
88,159006,Rhiannon Giddens,Ten Thousand Voices,spotify:artist:1EI0NtLHoh9KBziYCeN1vM,spotify:album:6KI61E4x5f95xVkhly783t,spotify:track:5j1n0UnkYDj3CeNqYDIK1y,"['black americana', 'folk', 'new americana', 'north carolina roots']"
89,154799,Maya Youssef,The Seven Gates of Damascus,spotify:artist:22gopXlmzkLT1dG7kUbIhX,spotify:album:0TK4Ps3DS3u7VAnsggJzMs,spotify:track:7k9XztOl95fIRPgNIGmD0y,['qanun']
90,117892,Laurie Anderson,Another Day in America,spotify:artist:5hqB3Fxgin9YGYa0mIGf1G,spotify:album:4ak54Q9kwqnyRL6yLkbFBO,spotify:track:7bTV2bXlDWhYcJRk22d26A,"['art pop', 'art rock', 'bow pop', 'compositional ambient', 'experimental', 'experimental pop', 'experimental vocal', 'laboratorio']"
91,158992,Les Filles de Illighadad,Surbajo,spotify:artist:45EoOvcenErsYkaJUnqjJv,spotify:album:28vMSFsguGKqSPNNy85S5V,spotify:track:77jNGAfWIXQLU8zgDPY7YE,"['tuareg guitar', 'western saharan folk']"
92,131048,Ingram Marshall,Son of Soe-pa,spotify:artist:2s0TXSF4Nqiy1UkZKJ9yWt,spotify:album:4kv5Ntcga5ROFVBCLzOmip,spotify:track:31sk7pE7gXZLBW7NTYPz8o,"['avant-garde', 'contemporary classical', 'minimalism', 'post-minimalism']"
93,148504,Osvaldo Golijov,"Last Round, mvt. II: Lentissimo",spotify:artist:4MFSQmb7Y47xW7JJmJboCv,,,"['21st century classical', 'avant-garde', 'classical', 'contemporary classical', 'latin classical']"
94,152809,Arthur Moon,Boxing,spotify:artist:5iDcZ7vN17Cq55AbEqy0aC,spotify:album:13ru895m6HOFnBYcoSWk6B,spotify:track:7xseryho5cVIxD05A74bF9,[]
95,155627,Nora Morrow,Rose Moon,spotify:artist:17xVTgOLwphEFOhvwWNWEN,spotify:album:0t91v4GQkvWyiw5uRPeVgY,spotify:track:3kZSHot6swszimt77UoOMl,[]
96,154716,Panorama Sound,Everywhere,spotify:artist:4w7dx1VD4GpgkMWfHDWetf,spotify:album:0N1fIqg1srsQSrtVUim2D7,spotify:track:3zzGS2YV6O968hPsBRFKWe,[]
97,148048,Johann Johannsson,The Theory of Everything: Domestic Pressures,spotify:artist:3IpQziA6YwD53PQ5xbwgLF,,,"['compositional ambient', 'experimental classical', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']"
98,151098,Tyondai Braxton,ArpRec1,spotify:artist:3LxogQGFWIVPpDWNOVlSzK,spotify:album:11PzTd5WtI0DEiTnD0ZtvX,spotify:track:5WS3PKijoCSxaTr4x9EWto,"['american 21st century classical', 'brooklyn indie', 'laboratorio']"
99,153594,Sufjan Stevens,Year of the Dog,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,spotify:album:0ubp1HfqSx7YwasGIm5Ups,spotify:track:3JyH3n25cZNYSwb0FXcXMK,"['baroque pop', 'chamber pop', 'indie folk', 'singer-songwriter']"
100,119352,Cameron Britt,Gossamer Albatross,spotify:artist:5BG5v4SowdV8yBoKPpL2l8,,,[]
101,152048,Bill Frisell,In Line,spotify:artist:3SONlwqLIP2GtaMh9pLYe5,spotify:album:5ngpdhJLdTnAPBV03GgOLb,spotify:track:31FMEbGf1mGNJob3ZFxJ4m,"['contemporary jazz', 'jazz', 'jazz fusion', 'jazz guitar']"
102,143783,Peter Gregson,Time,spotify:artist:71tFaKKy6x1inyCFHjpzUE,spotify:album:18s0wsIvDLcIvSdLdKcoMX,spotify:track:4ht5Tw7vu12twrfBb38iTM,"['compositional ambient', 'modern cello', 'neo-classical']"
103,122419,Goran Bregovic,Champagne,spotify:artist:491v9k5NTGBGanwqPNSkuS,spotify:album:249mTidMkEdOTTfB0Offkr,spotify:track:7cCK7YGyjJWvKMEgDMqtMK,"['balkan beats', 'balkan brass', 'sevdah']"
104,151001,Philip Glass,Japura River,spotify:artist:69lxxQvsfAIoQbB20bEPFC,spotify:album:5O2nQMDT5UlLbBJeLnkzYF,spotify:track:3pUflNd59N3Qn4VaGCYaxc,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']"
105,149273,Ryuichi Sakamoto,Asnyc: Ubi,spotify:artist:1tcgfoMTT1szjUeaikxRjA,,,"['anime score', 'compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']"
106,151549,Olga Bell,Krasnoyarsk Krai,spotify:artist:1zjqPZmlIYTMAjmDtigRSo,spotify:album:5sphqSH5Qpv1R53OK3IPPE,spotify:track:1p5IXQ87DG0dEB9qFf9y7C,"['electra', 'fluxwork']"
107,154802,Sussan Deyhim,The Candle And The Moth,spotify:artist:5JdC4MOQDRxMHoofdZJY0F,spotify:album:7eOKeJYIeMKGZ9qcKvu87A,spotify:track:6NXWj3Nljmm0aqDfONse7B,"['persian alternative', 'world fusion']"
108,119327,Clogs,2:3:5,spotify:artist:12BDNYhvDp2RIeF9pabPzv,spotify:album:7aE9oVJE5pk0MHrTpghPAC,spotify:track:3kyptFDftKClD5NgWJJnIO,"['bow pop', 'post-rock']"
109,138157,Jacob Cooper,Silver Threads III. Antique Windfall,spotify:artist:0n1vtLLegldQuP08EPm15x,,,[]
110,137653,Glenn Kotche,Anomaly mvt. 3,spotify:artist:6upBn4tokWBDF9diqbYJZs,,,"['21st century classical', 'american 21st century classical', 'classical percussion', 'experimental percussion']"
111,150242,LCD Soundsystem,Pulse (v1),spotify:artist:066X20Nz7iquqkkCW6Jxy6,spotify:album:0hdimlCTCms7otJCX9OvqM,spotify:track:3HEHSCGLO452rRpPkHQkYy,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
112,152870,Jon Hassell,Dreaming,spotify:artist:5kNZV33crEsk2IMZMJ8bOQ,spotify:album:09rCHELhjgKrNyoWePQHm9,spotify:track:20x7Yl5RbR4KVXbm3zrfJT,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'drone', 'experimental', 'fourth world', 'free improvisation', 'jazz trumpet', 'minimalism', 'tennessee experimental']"
113,153252,Holly Herndon,Interference,spotify:artist:2c9yn5DJQd5es7YMY92ikZ,spotify:album:0pyZXMW56SpT2iO2rMYmPH,spotify:track:75CLqzZ0YIwzUqeOk5jIZB,"['ai', 'art pop', 'deconstructed club', 'electra', 'experimental vocal', 'fluxwork']"
